date,new_hosp_smooth
2021/07/01,59
2021/07/02,88
2021/07/03,70
2021/07/04,75
2021/07/05,82
2021/07/06,87
2021/07/07,78
2021/07/08,89
2021/07/09,104
2021/07/10,89
2021/07/11,89
2021/07/12,104
2021/07/13,121
2021/07/14,96
2021/07/15,118
2021/07/16,133
2021/07/17,140
2021/07/18,135
2021/07/19,208
2021/07/20,192
2021/07/21,237
2021/07/22,241
2021/07/23,260
2021/07/24,266
2021/07/25,313
2021/07/26,341
2021/07/27,394
2021/07/28,413
2021/07/29,475
2021/07/30,484
